Age_Group,Gender,City_Type,Region,Occupation,Education,Income,Last_Purchase,Yearly_Purchases,Annual_Spend,Western_Frequency,Primary_Channel,Style,Fitness,Top_Factor,Occasion,Product_Interest,Bundle_Interest,Avg_Price,Too_Cheap,Acceptable,Too_Expensive,Trendiness,Quality_Pref,Identity_Expression,Peer_Influence,Aspirational,New_Brand_Open,Sustainability,COD_Preference,Concern,Loyalty_Offer,Brand,Switch_Reason,Discount_Type,Purchase_Intent
25–32,Non-binary,Rural,West,Homemaker,School,30-60k,8-30d,7-12,<5k,Weekly,Ajio,Casual,Daily,Trend,Party,Sneakers,No,<500,<300,500-800,>4000,5,5,5,1,2,3,5,First time,Delivery,Free Gift,H&M,Fit,Flat,Neutral
25–32,Male,Tier-2,East,Homemaker,Graduate,15-30k,1-3m,4-6,30-60k,Quarterly,Brand,Athleisure,3-4x,Trend,Festive,Graphic,No,4000-7000,300-600,2000-3000,>3000,5,4,5,3,3,4,1,No,No online,Early Access,Roadster,Price,B2G1,Neutral
41–50,Male,Rural,North,Freelancer,School,>1L,8-30d,7-12,30-60k,Rare,Brand,Ethnic,Daily,Sustainability,None,Cargo,Maybe,2000-4000,600-900,2000-3000,>4000,4,4,2,5,4,5,4,First time,No online,Free Gift,None,Service,Bundle,Neutral
33–40,Non-binary,Metro,North-East,Business,Diploma,60k-1L,>6m,7-12,60k-1L,Weekly,Instagram,Athleisure,3-4x,Quality,Sale,Cargo,Yes,1000-2000,600-900,2000-3000,>3000,1,2,1,2,5,5,5,No,No online,Free Gift,Uniqlo,Fit,Free Shipping,High
25–32,Non-binary,Rural,East,Homemaker,School,NA,1-3m,7-12,30-60k,Quarterly,Ajio,Athleisure,No,Sustainability,Sale,Athleisure,No,>7000,600-900,3000-4000,>2000,4,2,3,3,3,2,4,No,None,Birthday,None,Price,Free Shipping,High
Under 18,Prefer not to say,Tier-3,North-East,Private,School,15-30k,>6m,13-20,60k-1L,Rare,Myntra,Smart,Daily,Quality,Festive,Graphic,Yes,1000-2000,900-1200,3000-4000,>6000,3,1,3,4,5,5,3,First time,Sizing,Early Access,None,Recommendation,Flat,Moderate
Under 18,Prefer not to say,Tier-2,West,Business,Graduate,60k-1L,8-30d,7-12,<5k,Monthly,Brand,Casual,Occasional,Price,College,Co-ord,Maybe,2000-4000,300-600,2000-3000,>1500,2,3,2,4,1,5,3,Always,None,Early Access,Newme,None,Bundle,Moderate
18–24,Female,Tier-2,South,Business,Postgraduate,60k-1L,3-6m,4-6,<5k,Weekly,Offline,Ethnic,Daily,Brand,None,Athleisure,No,500-1000,600-900,2000-3000,>3000,4,5,2,4,1,2,5,No preference,Quality,Referral,Local,Recommendation,Scratch,None
25–32,Non-binary,Tier-3,North-East,Government,Diploma,15-30k,>6m,20+,<5k,Rare,Myntra,Fusion,No,Trend,Party,Graphic,No,<500,600-900,1300-2000,>1500,4,1,3,3,4,1,2,First time,Quality,None,Local,Trend,B2G1,Neutral
33–40,Prefer not to say,Rural,Central,Homemaker,Graduate,>1L,<7d,13-20,<5k,Weekly,Ajio,Athleisure,No,Price,Festive,Accessories,Yes,2000-4000,<300,500-800,>2000,1,3,1,2,5,5,2,Always,Delivery,Birthday,Zara,Service,Welcome,Low
41–50,Female,Metro,East,Homemaker,Postgraduate,<15k,3-6m,1-3,5-15k,Weekly,Instagram,Smart,3-4x,Brand,None,Sneakers,No,4000-7000,<300,500-800,>4000,2,2,3,3,5,1,5,No,Sizing,Points,Bonkers,None,Flat,Low
41–50,Female,Tier-3,West,Freelancer,School,60k-1L,3-6m,7-12,>1L,Weekly,Myntra,Athleisure,No,Trend,Sale,Graphic,Yes,<500,<300,800-1300,>3000,2,5,3,5,4,3,5,No,None,Birthday,Bonkers,Price,Welcome,Neutral
33–40,Female,Tier-3,West,Government,Postgraduate,60k-1L,8-30d,20+,>1L,Monthly,Instagram,Formal,3-4x,Sustainability,Sale,Sneakers,Yes,1000-2000,600-900,800-1300,>6000,5,2,2,5,3,1,4,No,Sizing,Points,Zara,Price,Free Shipping,None
50+,Prefer not to say,Rural,North-East,Unemployed,School,>1L,8-30d,20+,5-15k,Quarterly,Offline,Fusion,No,Price,Festive,Sneakers,Maybe,4000-7000,<300,800-1300,>3000,4,2,2,4,4,2,3,No,Delivery,Early Access,None,Recommendation,Welcome,Moderate
18–24,Non-binary,Tier-2,South,Government,School,>1L,1-3m,13-20,<5k,Quarterly,Amazon,Athleisure,3-4x,Comfort,None,Cargo,Yes,<500,600-900,3000-4000,>4000,5,4,5,2,1,2,5,First time,Returns,Birthday,Bonkers,None,B2G1,High
41–50,Male,Rural,North,Homemaker,Graduate,30-60k,1-3m,1-3,30-60k,Rare,Instagram,Formal,Occasional,Comfort,Sale,Co-ord,No,4000-7000,900-1200,3000-4000,>4000,4,3,2,5,5,2,1,No preference,Delivery,Referral,Roadster,Recommendation,Scratch,None
25–32,Female,Tier-3,East,Business,School,>1L,<7d,4-6,60k-1L,Monthly,Instagram,Formal,3-4x,Trend,Festive,Graphic,Yes,1000-2000,900-1200,1300-2000,>6000,1,1,3,1,2,5,4,No,Delivery,None,Uniqlo,Recommendation,B2G1,None
18–24,Prefer not to say,Tier-3,West,Government,Graduate,60k-1L,3-6m,20+,>1L,Quarterly,Meesho,Smart,3-4x,Price,Festive,Co-ord,No,2000-4000,1200-1500,3000-4000,>6000,1,4,5,1,2,4,3,Always,Sizing,Free Gift,Zara,Recommendation,Scratch,Neutral
25–32,Prefer not to say,Tier-2,South,Freelancer,Postgraduate,15-30k,<7d,20+,15-30k,Rare,Ajio,Smart,Occasional,Brand,Party,Sneakers,Yes,4000-7000,300-600,800-1300,>2000,3,3,3,4,1,5,4,Always,Quality,Points,None,Quality,Welcome,Moderate
Under 18,Male,Tier-2,Central,Government,Postgraduate,<15k,<7d,20+,60k-1L,Rare,Offline,Formal,3-4x,Brand,Festive,Cargo,Maybe,2000-4000,<300,2000-3000,>1500,4,3,1,4,5,1,3,No preference,Returns,Free Gift,H&M,None,Welcome,Low
18–24,Male,Tier-2,West,Freelancer,School,30-60k,8-30d,20+,15-30k,Weekly,Ajio,Casual,3-4x,Price,None,Co-ord,Maybe,1000-2000,<300,800-1300,>3000,4,3,1,4,5,3,1,No preference,Returns,None,H&M,None,Flat,Low
41–50,Prefer not to say,Rural,South,Unemployed,Graduate,15-30k,<7d,13-20,15-30k,Monthly,Offline,Athleisure,Occasional,Comfort,None,Athleisure,Yes,1000-2000,300-600,1300-2000,>2000,2,5,2,5,4,3,3,No preference,Quality,Early Access,Newme,Fit,Scratch,Low
18–24,Non-binary,Tier-2,North,Government,School,<15k,<7d,1-3,<5k,Quarterly,Offline,Formal,No,Price,Sale,Sneakers,Yes,4000-7000,300-600,2000-3000,>1500,2,4,5,2,3,3,4,No,Sizing,Early Access,Uniqlo,Quality,B2G1,None
18–24,Male,Tier-3,North,Freelancer,Graduate,<15k,>6m,20+,15-30k,Monthly,Brand,Formal,Daily,Comfort,Daily,Athleisure,Yes,4000-7000,1200-1500,3000-4000,>2000,5,1,4,4,4,3,3,First time,Sizing,Early Access,Uniqlo,Trend,Welcome,High
18–24,Prefer not to say,Tier-3,West,Government,Graduate,<15k,1-3m,4-6,<5k,Monthly,Brand,Smart,3-4x,Comfort,Party,Accessories,Maybe,1000-2000,300-600,2000-3000,>6000,3,4,1,3,2,4,4,No,Quality,Free Gift,Zara,Fit,Bundle,Moderate
50+,Male,Metro,West,Unemployed,Graduate,NA,1-3m,4-6,5-15k,Quarterly,Brand,Athleisure,No,Sustainability,None,Co-ord,Yes,4000-7000,600-900,1300-2000,>6000,1,2,1,4,5,3,5,No,None,None,Uniqlo,Service,Flat,High
18–24,Non-binary,Rural,North-East,Government,Postgraduate,15-30k,3-6m,7-12,30-60k,Quarterly,Amazon,Ethnic,Daily,Sustainability,Sale,Co-ord,Yes,4000-7000,<300,3000-4000,>4000,4,3,1,5,3,5,1,Always,Sizing,Early Access,Roadster,Fit,Flat,Low
25–32,Female,Metro,East,Private,Graduate,30-60k,1-3m,20+,15-30k,Monthly,Amazon,Fusion,Occasional,Brand,Sale,Co-ord,No,4000-7000,300-600,500-800,>3000,5,2,1,2,4,3,4,First time,Quality,Early Access,Local,None,Flat,High
Under 18,Male,Tier-3,South,Freelancer,Postgraduate,30-60k,3-6m,20+,30-60k,Rare,Offline,Smart,3-4x,Trend,Party,Accessories,Maybe,>7000,600-900,800-1300,>3000,3,4,2,4,3,2,2,First time,None,Free Gift,Uniqlo,Recommendation,Flat,None
33–40,Non-binary,Metro,West,Unemployed,Graduate,<15k,>6m,20+,<5k,Monthly,Nykaa,Athleisure,3-4x,Quality,Party,Graphic,Maybe,4000-7000,300-600,800-1300,>3000,2,1,5,1,2,1,2,Always,Delivery,Early Access,Zara,Price,Scratch,Neutral
18–24,Prefer not to say,Tier-3,East,Freelancer,Postgraduate,15-30k,1-3m,20+,15-30k,Quarterly,Ajio,Athleisure,Occasional,Price,Sale,Sneakers,Yes,<500,600-900,1300-2000,>2000,3,2,1,4,3,5,3,Always,Returns,None,Zara,Price,Scratch,High
41–50,Male,Metro,North-East,Freelancer,Diploma,NA,>6m,20+,60k-1L,Monthly,Brand,Casual,3-4x,Comfort,Daily,Sneakers,Yes,1000-2000,900-1200,1300-2000,>2000,5,2,2,4,5,4,5,Always,Quality,Points,Roadster,Price,Welcome,High
18–24,Male,Tier-2,East,Student,Postgraduate,<15k,1-3m,4-6,5-15k,Quarterly,Ajio,Fusion,Daily,Price,College,Sneakers,No,1000-2000,600-900,800-1300,>3000,1,5,5,2,3,5,5,No preference,Sizing,Birthday,None,Fit,Free Shipping,High
41–50,Prefer not to say,Metro,West,Unemployed,Postgraduate,>1L,1-3m,1-3,>1L,Rare,Instagram,Smart,Daily,Trend,Sale,Graphic,Yes,500-1000,1200-1500,2000-3000,>4000,2,4,5,3,3,2,2,First time,Returns,Points,Bonkers,Price,Bundle,Low
25–32,Female,Tier-2,North,Government,School,30-60k,>6m,1-3,5-15k,Monthly,Offline,Smart,Occasional,Trend,Party,Co-ord,Maybe,2000-4000,600-900,500-800,>1500,2,2,4,4,4,3,3,Always,None,Early Access,Roadster,Price,Free Shipping,High
41–50,Prefer not to say,Tier-2,South,Freelancer,Graduate,60k-1L,<7d,7-12,15-30k,Rare,Myntra,Ethnic,3-4x,Quality,Festive,Co-ord,No,500-1000,300-600,500-800,>2000,1,4,3,4,3,3,5,Always,Returns,None,Zara,Recommendation,Free Shipping,Moderate
33–40,Male,Rural,South,Homemaker,Diploma,<15k,<7d,4-6,5-15k,Monthly,Offline,Casual,No,Quality,Festive,Accessories,Maybe,4000-7000,900-1200,1300-2000,>3000,2,1,1,5,3,4,5,Always,No online,None,Zara,Quality,Welcome,None
Under 18,Prefer not to say,Tier-2,North,Student,School,>1L,<7d,20+,>1L,Monthly,Amazon,Casual,3-4x,Comfort,Party,Athleisure,Yes,4000-7000,900-1200,1300-2000,>6000,5,2,2,2,2,1,3,No,Quality,Early Access,Zara,Price,Flat,Moderate
41–50,Non-binary,Tier-2,West,Private,Graduate,30-60k,<7d,1-3,60k-1L,Quarterly,Nykaa,Athleisure,Occasional,Sustainability,Party,Graphic,No,<500,600-900,2000-3000,>2000,2,1,5,5,3,3,4,First time,Delivery,Early Access,Zara,Quality,Flat,Moderate
41–50,Prefer not to say,Metro,South,Freelancer,Diploma,NA,1-3m,13-20,30-60k,Weekly,Myntra,Athleisure,No,Quality,College,Cargo,Maybe,<500,300-600,1300-2000,>1500,4,2,4,4,4,4,2,First time,None,Early Access,Newme,Trend,Welcome,Low
Under 18,Male,Tier-3,West,Freelancer,Diploma,15-30k,8-30d,13-20,60k-1L,Quarterly,Ajio,Smart,Daily,Sustainability,None,Graphic,Maybe,<500,900-1200,500-800,>2000,3,3,3,4,4,3,5,No preference,None,Free Gift,Local,Fit,Welcome,High
33–40,Prefer not to say,Rural,North-East,Student,Diploma,30-60k,>6m,13-20,5-15k,Monthly,Amazon,Ethnic,Daily,Sustainability,Party,Accessories,Maybe,<500,600-900,800-1300,>1500,5,5,5,1,5,5,4,No,None,None,Bonkers,Quality,Scratch,None
18–24,Female,Tier-2,West,Government,Graduate,15-30k,8-30d,20+,>1L,Weekly,Brand,Smart,No,Comfort,Festive,Athleisure,Yes,<500,600-900,500-800,>1500,1,5,5,5,2,4,4,First time,Returns,Birthday,Zara,None,B2G1,None
41–50,Prefer not to say,Rural,East,Homemaker,Diploma,15-30k,8-30d,20+,30-60k,Weekly,Myntra,Formal,No,Brand,Daily,Athleisure,Yes,<500,600-900,2000-3000,>2000,5,5,1,2,1,4,4,No preference,Delivery,Free Gift,Newme,Recommendation,Flat,None
Under 18,Female,Metro,North,Private,Diploma,NA,3-6m,7-12,>1L,Rare,Amazon,Athleisure,Occasional,Sustainability,Party,Athleisure,Yes,<500,900-1200,800-1300,>1500,4,1,3,4,5,4,4,No preference,Quality,Free Gift,None,Fit,Bundle,High
25–32,Non-binary,Tier-2,West,Freelancer,School,NA,<7d,7-12,60k-1L,Monthly,Ajio,Formal,3-4x,Comfort,College,Co-ord,Yes,<500,<300,800-1300,>2000,2,4,3,1,3,3,1,Always,Quality,None,Uniqlo,None,B2G1,None
Under 18,Female,Metro,North-East,Government,Postgraduate,<15k,1-3m,7-12,<5k,Quarterly,Offline,Ethnic,Daily,Quality,Daily,Cargo,Maybe,>7000,300-600,500-800,>2000,2,5,2,1,2,4,1,No preference,Returns,Early Access,Zara,None,Free Shipping,None
25–32,Prefer not to say,Rural,Central,Unemployed,Graduate,<15k,<7d,13-20,<5k,Weekly,Ajio,Smart,3-4x,Price,College,Athleisure,No,<500,1200-1500,800-1300,>4000,5,2,4,3,5,5,3,No preference,No online,Points,Bonkers,Fit,Scratch,Neutral
33–40,Male,Metro,North,Homemaker,Postgraduate,30-60k,<7d,20+,30-60k,Weekly,Myntra,Athleisure,Daily,Quality,Daily,Sneakers,Yes,1000-2000,1200-1500,800-1300,>6000,2,2,2,2,4,1,2,No,Quality,None,Local,Service,Scratch,Neutral
18–24,Female,Rural,South,Unemployed,School,NA,8-30d,13-20,30-60k,Quarterly,Meesho,Ethnic,3-4x,Trend,Party,Co-ord,No,<500,300-600,1300-2000,>1500,2,3,4,1,2,1,3,Always,Quality,Points,Bonkers,Quality,Flat,None
Under 18,Non-binary,Metro,East,Homemaker,Postgraduate,>1L,3-6m,7-12,30-60k,Quarterly,Myntra,Smart,Daily,Quality,Festive,Cargo,Maybe,2000-4000,<300,800-1300,>2000,4,1,2,2,2,2,1,Always,Delivery,Referral,Roadster,Price,Welcome,Moderate
50+,Female,Rural,South,Private,Diploma,30-60k,<7d,20+,<5k,Weekly,Offline,Smart,3-4x,Brand,Daily,Sneakers,Yes,<500,300-600,2000-3000,>1500,1,2,4,4,3,5,3,Always,Returns,None,None,None,Welcome,High
41–50,Female,Tier-3,North-East,Business,Diploma,60k-1L,>6m,4-6,60k-1L,Quarterly,Myntra,Formal,Occasional,Comfort,Sale,Cargo,Maybe,>7000,600-900,800-1300,>2000,3,2,1,3,2,5,3,No preference,Returns,Birthday,Newme,Recommendation,Welcome,Moderate
33–40,Female,Metro,North-East,Homemaker,Graduate,15-30k,>6m,1-3,30-60k,Rare,Nykaa,Fusion,Daily,Sustainability,None,Accessories,Yes,4000-7000,300-600,1300-2000,>2000,5,3,4,2,2,4,4,Always,None,None,Uniqlo,Recommendation,Flat,Moderate
Under 18,Non-binary,Metro,South,Business,Graduate,15-30k,<7d,1-3,<5k,Weekly,Brand,Casual,Occasional,Trend,College,Cargo,Yes,>7000,300-600,3000-4000,>2000,1,3,2,3,1,2,5,First time,Quality,Referral,Bonkers,Service,Scratch,High
41–50,Prefer not to say,Tier-3,North,Unemployed,Graduate,<15k,8-30d,7-12,30-60k,Rare,Amazon,Athleisure,Daily,Comfort,Daily,Sneakers,No,>7000,900-1200,3000-4000,>6000,3,4,3,2,3,5,1,No,Sizing,Free Gift,H&M,Quality,Bundle,High
Under 18,Female,Tier-3,South,Homemaker,School,>1L,8-30d,13-20,30-60k,Monthly,Offline,Casual,Daily,Comfort,College,Graphic,Maybe,4000-7000,1200-1500,2000-3000,>1500,1,4,5,2,2,5,1,No,No online,Referral,Zara,Recommendation,Welcome,Low
25–32,Female,Metro,West,Private,Graduate,NA,1-3m,4-6,>1L,Rare,Ajio,Ethnic,Daily,Sustainability,Festive,Cargo,Maybe,<500,1200-1500,2000-3000,>6000,5,4,4,5,2,5,3,No preference,Delivery,Referral,Bonkers,Quality,Scratch,Low
Under 18,Male,Tier-3,South,Student,School,NA,3-6m,20+,30-60k,Quarterly,Ajio,Casual,3-4x,Quality,College,Graphic,Maybe,<500,600-900,800-1300,>6000,4,2,4,3,1,3,5,Always,Delivery,None,None,Trend,Flat,Low
50+,Non-binary,Tier-2,East,Private,Diploma,<15k,8-30d,13-20,<5k,Weekly,Brand,Formal,Daily,Price,College,Cargo,No,4000-7000,600-900,800-1300,>6000,4,3,3,2,1,5,3,No,No online,Referral,None,Price,Free Shipping,None
Under 18,Female,Rural,East,Private,Postgraduate,60k-1L,1-3m,7-12,60k-1L,Rare,Myntra,Fusion,Occasional,Trend,Sale,Accessories,No,2000-4000,900-1200,3000-4000,>6000,4,1,1,5,4,3,2,No preference,No online,Birthday,Uniqlo,Trend,B2G1,None
Under 18,Non-binary,Rural,Central,Student,Diploma,30-60k,>6m,13-20,<5k,Quarterly,Myntra,Athleisure,3-4x,Sustainability,College,Sneakers,Maybe,500-1000,600-900,3000-4000,>4000,1,4,2,5,3,5,1,No preference,Sizing,None,Uniqlo,Fit,Flat,None
50+,Female,Rural,East,Student,Diploma,30-60k,>6m,7-12,<5k,Quarterly,Ajio,Smart,3-4x,Brand,Daily,Cargo,Maybe,1000-2000,<300,500-800,>1500,5,5,1,3,1,1,4,No,None,Points,Local,Price,Flat,Low
33–40,Prefer not to say,Tier-2,South,Government,Diploma,>1L,>6m,1-3,30-60k,Rare,Brand,Smart,Daily,Brand,College,Athleisure,Yes,4000-7000,900-1200,3000-4000,>1500,2,2,4,4,2,3,4,Always,Sizing,Points,Newme,Trend,Scratch,High
Under 18,Prefer not to say,Tier-3,East,Homemaker,Graduate,<15k,<7d,1-3,>1L,Weekly,Ajio,Formal,No,Price,Party,Accessories,Yes,<500,900-1200,3000-4000,>2000,2,1,4,3,1,3,4,Always,No online,Referral,None,Trend,Welcome,None
50+,Female,Tier-3,North,Unemployed,Graduate,<15k,3-6m,13-20,15-30k,Rare,Myntra,Athleisure,3-4x,Price,College,Athleisure,No,1000-2000,300-600,2000-3000,>1500,4,2,1,2,5,4,1,First time,No online,None,None,None,B2G1,High
41–50,Prefer not to say,Metro,East,Government,Graduate,60k-1L,1-3m,4-6,15-30k,Monthly,Offline,Casual,Daily,Quality,Party,Accessories,Yes,<500,300-600,500-800,>6000,1,4,2,4,4,5,1,First time,Sizing,Birthday,Newme,None,B2G1,Low
25–32,Female,Tier-3,West,Student,Postgraduate,30-60k,3-6m,20+,15-30k,Rare,Amazon,Smart,Occasional,Brand,None,Accessories,Maybe,500-1000,<300,500-800,>3000,2,2,4,3,4,2,4,Always,None,Points,Newme,Price,Welcome,High
25–32,Prefer not to say,Metro,North,Business,Graduate,<15k,<7d,7-12,<5k,Rare,Myntra,Casual,No,Trend,College,Cargo,Maybe,500-1000,900-1200,800-1300,>1500,1,4,4,3,3,2,1,First time,Sizing,Early Access,Roadster,Quality,Bundle,None
Under 18,Male,Tier-2,Central,Unemployed,School,NA,1-3m,20+,30-60k,Weekly,Offline,Formal,3-4x,Sustainability,None,Sneakers,Yes,4000-7000,900-1200,800-1300,>3000,5,2,1,3,4,2,4,First time,None,None,Uniqlo,Fit,Flat,High
33–40,Male,Rural,West,Business,Diploma,>1L,1-3m,1-3,15-30k,Rare,Amazon,Smart,No,Price,College,Sneakers,Yes,1000-2000,300-600,500-800,>4000,4,4,5,3,3,2,2,No,No online,None,Zara,Service,Welcome,Low
33–40,Male,Rural,South,Private,Postgraduate,30-60k,8-30d,4-6,5-15k,Quarterly,Instagram,Ethnic,3-4x,Price,Daily,Co-ord,No,>7000,1200-1500,500-800,>2000,3,3,3,4,5,1,2,Always,No online,Points,H&M,Recommendation,Scratch,None
41–50,Non-binary,Rural,South,Freelancer,Postgraduate,60k-1L,3-6m,4-6,5-15k,Weekly,Nykaa,Fusion,No,Price,Party,Sneakers,Yes,1000-2000,1200-1500,800-1300,>2000,4,3,4,2,2,2,2,No,No online,Points,Newme,Service,Bundle,None
Under 18,Non-binary,Tier-3,South,Private,Postgraduate,>1L,3-6m,20+,5-15k,Quarterly,Brand,Casual,No,Sustainability,None,Graphic,No,>7000,300-600,2000-3000,>2000,3,3,2,5,5,4,3,No,Quality,Birthday,None,Service,Welcome,Low
25–32,Male,Metro,West,Private,Postgraduate,15-30k,8-30d,1-3,60k-1L,Weekly,Offline,Athleisure,Occasional,Trend,None,Cargo,Yes,500-1000,600-900,2000-3000,>4000,2,3,5,3,3,2,3,No preference,None,Birthday,Zara,Fit,Free Shipping,Moderate
33–40,Non-binary,Metro,West,Freelancer,Postgraduate,NA,>6m,20+,30-60k,Monthly,Nykaa,Casual,No,Brand,Party,Athleisure,Yes,<500,900-1200,2000-3000,>6000,3,3,1,5,3,4,5,Always,No online,Points,Newme,Price,Bundle,Neutral
Under 18,Prefer not to say,Tier-2,West,Homemaker,School,60k-1L,<7d,13-20,<5k,Monthly,Myntra,Casual,Occasional,Trend,Sale,Sneakers,Yes,>7000,<300,2000-3000,>3000,1,5,1,5,3,3,5,No,Returns,Early Access,Newme,Price,Scratch,Low
33–40,Female,Tier-3,North,Student,Diploma,>1L,3-6m,4-6,<5k,Monthly,Instagram,Casual,Daily,Sustainability,College,Athleisure,Yes,>7000,1200-1500,800-1300,>1500,3,2,2,5,2,5,5,First time,Returns,Early Access,None,None,Bundle,High
50+,Female,Tier-2,North-East,Business,Postgraduate,<15k,8-30d,4-6,30-60k,Rare,Brand,Formal,3-4x,Trend,College,Co-ord,Maybe,4000-7000,600-900,1300-2000,>6000,2,3,5,3,3,2,2,No preference,Sizing,Referral,Uniqlo,Price,B2G1,Moderate
33–40,Female,Metro,North,Private,Diploma,15-30k,1-3m,13-20,>1L,Monthly,Offline,Formal,Occasional,Quality,Daily,Cargo,Maybe,2000-4000,900-1200,3000-4000,>2000,2,5,2,3,5,4,2,First time,Returns,Referral,H&M,Service,Flat,Low
25–32,Male,Metro,South,Freelancer,Graduate,60k-1L,8-30d,1-3,>1L,Weekly,Instagram,Athleisure,3-4x,Sustainability,Sale,Sneakers,Maybe,500-1000,600-900,3000-4000,>2000,4,5,4,3,2,4,2,No preference,None,Points,Zara,Quality,Welcome,Neutral
18–24,Non-binary,Rural,North-East,Government,Postgraduate,<15k,>6m,4-6,60k-1L,Monthly,Meesho,Formal,Occasional,Price,Sale,Athleisure,Yes,>7000,900-1200,3000-4000,>6000,2,2,5,3,5,5,1,First time,Quality,Points,Newme,Trend,Scratch,None
41–50,Prefer not to say,Tier-3,East,Private,Postgraduate,NA,<7d,7-12,30-60k,Weekly,Myntra,Athleisure,3-4x,Brand,Daily,Accessories,No,500-1000,900-1200,3000-4000,>3000,1,2,3,1,2,3,1,First time,None,Points,Uniqlo,None,Scratch,Neutral
41–50,Prefer not to say,Metro,South,Business,Diploma,15-30k,>6m,7-12,>1L,Quarterly,Brand,Athleisure,Occasional,Quality,None,Sneakers,Yes,4000-7000,300-600,800-1300,>6000,3,4,3,2,3,2,2,First time,Delivery,None,Roadster,Service,Welcome,Neutral
25–32,Male,Rural,Central,Student,Postgraduate,30-60k,1-3m,1-3,60k-1L,Rare,Meesho,Formal,3-4x,Quality,Party,Co-ord,Maybe,<500,300-600,1300-2000,>4000,5,4,2,1,2,4,4,No,Sizing,Early Access,Newme,Fit,Flat,Low
33–40,Prefer not to say,Tier-3,North,Private,Postgraduate,<15k,1-3m,13-20,15-30k,Quarterly,Brand,Smart,Daily,Sustainability,None,Accessories,No,1000-2000,<300,800-1300,>2000,2,3,3,4,1,2,5,Always,No online,Free Gift,Uniqlo,Price,Scratch,None
Under 18,Prefer not to say,Tier-2,West,Private,Postgraduate,>1L,1-3m,20+,15-30k,Quarterly,Myntra,Formal,3-4x,Comfort,Festive,Athleisure,No,500-1000,<300,1300-2000,>3000,3,1,2,1,5,1,3,No preference,Quality,Referral,Zara,None,Scratch,None
33–40,Prefer not to say,Tier-3,North,Homemaker,School,60k-1L,1-3m,1-3,60k-1L,Monthly,Myntra,Smart,Daily,Price,Daily,Athleisure,Maybe,4000-7000,600-900,800-1300,>1500,4,4,4,1,1,4,5,No,Sizing,Referral,Bonkers,Trend,Flat,Neutral
25–32,Prefer not to say,Tier-3,West,Freelancer,School,15-30k,8-30d,20+,30-60k,Monthly,Instagram,Ethnic,Daily,Brand,Party,Cargo,Yes,4000-7000,300-600,500-800,>2000,5,1,4,1,1,3,4,No preference,Delivery,Free Gift,Newme,Price,Scratch,Low
41–50,Non-binary,Metro,North-East,Government,Postgraduate,<15k,1-3m,1-3,15-30k,Monthly,Instagram,Formal,Daily,Brand,None,Cargo,No,4000-7000,900-1200,1300-2000,>6000,4,4,2,2,3,5,1,No,Returns,Points,Roadster,Price,Scratch,None
33–40,Prefer not to say,Metro,Central,Government,School,30-60k,1-3m,7-12,30-60k,Quarterly,Offline,Ethnic,No,Brand,None,Athleisure,No,1000-2000,300-600,3000-4000,>3000,1,5,4,5,3,4,2,No preference,Delivery,Referral,Roadster,Price,Scratch,None
41–50,Female,Tier-3,North-East,Unemployed,Graduate,60k-1L,8-30d,13-20,>1L,Rare,Brand,Formal,3-4x,Sustainability,Sale,Accessories,Maybe,500-1000,900-1200,1300-2000,>2000,4,5,3,4,1,1,1,No preference,Returns,Early Access,Newme,Recommendation,B2G1,High
Under 18,Male,Metro,Central,Student,Postgraduate,60k-1L,1-3m,7-12,15-30k,Rare,Offline,Ethnic,No,Price,Daily,Cargo,No,>7000,300-600,2000-3000,>1500,3,5,4,4,2,5,1,First time,Sizing,Free Gift,Zara,None,Flat,Neutral
41–50,Non-binary,Metro,North,Unemployed,Graduate,<15k,>6m,13-20,>1L,Quarterly,Instagram,Fusion,No,Sustainability,Festive,Athleisure,No,4000-7000,900-1200,1300-2000,>1500,5,1,3,2,3,3,4,No preference,Sizing,Early Access,Local,Quality,Free Shipping,Moderate
41–50,Prefer not to say,Metro,West,Business,Diploma,30-60k,>6m,20+,30-60k,Rare,Brand,Ethnic,3-4x,Brand,College,Accessories,No,1000-2000,600-900,2000-3000,>6000,4,3,3,1,5,2,1,No preference,No online,None,Newme,None,B2G1,Neutral
18–24,Non-binary,Rural,North-East,Student,Graduate,NA,3-6m,1-3,30-60k,Quarterly,Offline,Smart,Daily,Trend,Daily,Graphic,Yes,<500,300-600,2000-3000,>4000,4,4,1,5,1,2,1,First time,No online,Points,Roadster,Trend,Bundle,Low
18–24,Prefer not to say,Rural,Central,Private,Diploma,NA,>6m,4-6,5-15k,Quarterly,Myntra,Casual,No,Trend,Festive,Sneakers,Yes,2000-4000,1200-1500,500-800,>6000,1,4,4,3,5,4,5,No,Sizing,Referral,Newme,None,Flat,None
50+,Female,Tier-3,South,Private,Postgraduate,15-30k,<7d,4-6,60k-1L,Rare,Myntra,Athleisure,No,Price,Festive,Graphic,Maybe,500-1000,1200-1500,1300-2000,>3000,3,1,4,2,5,5,5,No,No online,Early Access,Roadster,None,Bundle,None
18–24,Male,Metro,South,Government,Diploma,<15k,<7d,13-20,<5k,Weekly,Meesho,Ethnic,Occasional,Brand,Daily,Graphic,Yes,1000-2000,900-1200,500-800,>6000,4,5,2,5,5,1,4,Always,None,Free Gift,Bonkers,None,B2G1,High
